web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,image_labels,REPLACED_LABELS,Ambience attributes,Human/ facial attributes,Objects/ animals,Product attributes,goal,Raised,people,time,updates,updates-href,createdby,today,no of days,shares
1543711875-1136,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/ngkxu-opening-my-own-business,https://d2g8igdw686xgo.cloudfront.net/27077874_1516327984.2667.jpg,structure grass window glass daylighting house angle outdoor structure tree,structure grass window glass daylighting house angle outdoor structure tree,0.015625,0.015625,0.015625,0.953125,20000,0,0,Campaign created 10 months ago,0,,1/18/18,12/5/18,320,0
1543713962-1915,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/edington-family-and-business,https://d2g8igdw686xgo.cloudfront.net/34399270_1541875373217459_r.jpeg,social group team youth product recreation student,social group team youth product recreation student,0.00877193,0.00877193,0.00877193,0.973684211,100000,8237,75,Raised by 75 people in 21 days,0,,11/10/18,12/5/18,24,310
1543713115-1603,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/4wvnvt-small-business-startup,https://d2g8igdw686xgo.cloudfront.net/34839922_1543240676202455_r.jpg,eyebrow face cheek forehead chin nose lip head selfie hairstyle, people  face  people   people   people   people   people   people  selfie  _people style,0.798245614,0.00877193,0.184210526,0.00877193,2200,360,5,Raised by 5 people in 6 days,0,,11/25/18,12/5/18,9,31
1543712519-1380,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/davidstaubconstruction,https://d2g8igdw686xgo.cloudfront.net/23107990_1503140032.6891.jpg,people social group mammal tree day community plant youth grass car,people social group mammal tree day community plant youth grass  vehicle ,0.00877193,0.00877193,0.00877193,0.973684211,5000,765,11,Raised by 11 people in 15 months,   2,https://www.gofundme.com/davidstaubconstruction#updates,8/17/17,12/5/18,474,153
1543712229-1274,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/4r0t374,https://d2g8igdw686xgo.cloudfront.net/25596716_15115301100_r.jpg,cheek skin nose chin forehead eyebrow head close up ear neck, people  skin  people   people   people   people   people  close up ear neck,0.679104478,0.007462687,0.007462687,0.305970149,1000,10,1,Raised by 1 person in 12 months,   1,https://www.gofundme.com/4r0t374#updates,11/24/17,12/5/18,375,13
1543711935-1159,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/small-concrete-business,https://d2g8igdw686xgo.cloudfront.net/29401134_15246331920_r.jpeg,furniture table bench wood outdoor furniture floor angle wood stain automotive exterior chair,furniture table bench wood outdoor furniture floor angle wood stain automotive exterior c _people ,0.980519481,0.006493506,0.006493506,0.006493506,3000,0,0,Campaign created 7 months ago,0,,4/25/18,12/5/18,223,0
1543713622-1790,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/black-business-social-school-drive,https://d2g8igdw686xgo.cloudfront.net/31966836_1533676560984372_r.jpeg,font text chalk blackboard material brand graphic design advertising logo banner,font text chalk blackboard material brand graphic design advertising logo banner,0.006944444,0.979166667,0.006944444,0.006944444,1000,410,8,Raised by 8 people in 3 months,0,,8/7/18,12/5/18,119,46
1543712762-1473,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/juncos,https://d2g8igdw686xgo.cloudfront.net/25088174_1509646905.4348.jpeg,property building real estate neighbourhood facade advertising commercial building city outlet store signage,property building real estate neighbourhood facade advertising commercial building city outlet store signage,0.006493506,0.006493506,0.006493506,0.980519481,5000,3442,16,Raised by 16 people in 13 months,0,,11/2/17,12/5/18,397,35
1543711486-1002,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/how-to-help-rad-cat-after-closure,https://d2g8igdw686xgo.cloudfront.net/33820992_1541465973665198_r.jpeg,vertebrate fence tree wire fencing animal shelter recreation window outdoor structure chain link fencing grass,vertebrate fence tree wire fencing animal shelter recreation window outdoor structure chain link fencing grass,0.006493506,0.006493506,0.785714286,0.201298701,1.2M,27283,358,Raised by 358 people in 1 month,0,,10/17/18,12/5/18,48,2200
1543712655-1433,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/study-abroad-amp-starting-a-business,https://d2g8igdw686xgo.cloudfront.net/34134488_154096742882159_r.jpeg,hair human hair color beauty blond shoulder girl smile long hair photo shoot neck, _people   people   _people  color beauty blond shoulder  people   people  long  _people  photo shoot neck,0.617647059,0.029411765,0.323529412,0.029411765,2150,1560,8,Raised by 8 people in 1 month,   1,https://www.gofundme.com/study-abroad-amp-starting-a-business#updates,10/31/18,12/5/18,34,27
1543713648-1799,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/fire-destroys-small-business,https://d2g8igdw686xgo.cloudfront.net/22773920_1501826073.0226.jpg,vehicle building window,vehicle building window,0.008064516,0.008064516,0.008064516,0.975806452,65000,10920,71,Raised by 71 people in 16 months,   2,https://www.gofundme.com/fire-destroys-small-business#updates,8/4/17,12/5/18,487,291
1543713088-1592,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/BrandonBrownHandymanService,,#N/A,#N/A, , , , ,400000,2220,13,Raised by 13 people in 17 months,0,,7/3/17,12/5/18,519,397
1543712109-1228,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/help-to-launch-small-business,https://d2g8igdw686xgo.cloudfront.net/35007112_1543683552241413_r.jpeg,logo black and white font product brand emblem graphics monochrome computer wallpaper symbol,logo black and white font product brand emblem graphics monochrome computer wallpaper symbol,0.223404255,0.010638298,0.010638298,0.755319149,2000,0,0,Campaign created 7 hours ago,0,,12/1/18,12/5/18,3,0
1543712191-1260,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/help-make-an-extra-income,https://d2g8igdw686xgo.cloudfront.net/25711812_15120151380_r.jpg,water painting watercolor paint tree wood geology art water feature paint rock,water painting watercolor paint tree wood geology art water feature paint rock,0.029411765,0.029411765,0.029411765,0.911764706,2000,150,2,Raised by 2 people in 12 months,0,,11/28/17,12/5/18,371,0
1543711607-1047,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/AndyVentCalendar5,https://d2g8igdw686xgo.cloudfront.net/34737428_1543461560169586_r.jpg,text icon font smile happiness line fiction smiley produce,text icon font  people  happiness line fiction  people y produce,0.010638298,0.968085106,0.010638298,0.010638298,15000,3495,143,Raised by 143 people in 10 days,0,,11/21/18,12/5/18,13,74
1543713474-1733,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/66bwpyw,https://d2g8igdw686xgo.cloudfront.net/33275974_1537975291250669_r.jpg,communication lecture speech,communication lecture speech,0.00877193,0.00877193,0.00877193,0.973684211,2000,45,7,Raised by 7 people in 2 months,0,,9/26/18,12/5/18,69,39
1543712457-1355,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/Bad-business-deal-gets-worse,https://d2g8igdw686xgo.cloudfront.net/33266020_153850443523595_r.jpeg,signage sign advertising brand,signage sign advertising brand,0.704545455,0.25,0.022727273,0.022727273,5500,1060,14,Raised by 14 people in 2 months,   4,https://www.gofundme.com/Bad-business-deal-gets-worse#updates,9/26/18,12/5/18,69,97
1543712070-1212,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/wgs4ay-small-business,https://d2g8igdw686xgo.cloudfront.net/34735970_1542810119145833_r.jpeg,neck leg hand finger joint textile mouth arm girl,neck leg hand finger joint textile mouth arm  people ,0.00877193,0.00877193,0.00877193,0.973684211,3000,0,0,Campaign created 10 days ago,0,,11/21/18,12/5/18,13,0
1543711593-1042,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/TEGARU,https://d2g8igdw686xgo.cloudfront.net/30330386_1541032798253535_r.jpeg,text cartoon font organism graphic design line world illustration area art,text  vehicle toon font organism graphic design line world illustration area art,0.008064516,0.975806452,0.008064516,0.008064516,100000,83451,978,Raised by 978 people in 2 months,   23,https://www.gofundme.com/TEGARU#updates,9/14/18,12/5/18,81,7500
1543711858-1131,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/4wrxk9c,https://d2g8igdw686xgo.cloudfront.net/26457828_15140669220_r.jpg,text font black and white logo symbol brand graphics circle trademark monochrome,text font black and white logo symbol brand graphics circle trademark monochrome,0.029411765,0.029411765,0.029411765,0.911764706,10000,0,0,Campaign created 11 months ago,0,,12/23/17,12/5/18,346,0
1543712258-1284,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/6hb2mxs,https://d2g8igdw686xgo.cloudfront.net/34918856_1543414632737730_r.jpg,dog breed dog dog breed group snout dog like mammal street dog canaan dog,dog breed dog dog breed group snout dog like mammal street dog canaan dog,0.00877193,0.973684211,0.00877193,0.00877193,5000,45,2,Raised by 2 people in 3 days,0,,11/28/18,12/5/18,6,3
1543712529-1384,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/artbusinessgrowthfund,https://d2g8igdw686xgo.cloudfront.net/21194306_1497473282.3097.jpg,product product retail,product product retail,0.953125,0.015625,0.015625,0.015625,800,665,14,Raised by 14 people in 17 months,   3,https://www.gofundme.com/artbusinessgrowthfund#updates,6/14/17,12/5/18,538,113
1543712777-1479,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/coconuts-business-startup,https://d2g8igdw686xgo.cloudfront.net/22498708_1500911913.5158.jpg,eyewear glasses sunglasses vision care girl fun product cool smile vacation, glasses  glasses sunglasses vision  vehicle e  people  fun product cool  people  vacation,0.968085106,0.010638298,0.010638298,0.010638298,5000,1365,21,Raised by 21 people in 16 months,   2,https://www.gofundme.com/coconuts-business-startup#updates,7/24/17,12/5/18,498,104
1543712617-1419,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/dcssgreen,https://d2g8igdw686xgo.cloudfront.net/23983370_1505767623.466.jpg,product product technology bottle plastic household cleaning supply vacuum,product product technology bottle plastic household cleaning supply vacuum,0.973684211,0.00877193,0.00877193,0.00877193,1000,1330,30,Raised by 30 people in 14 months,0,,9/18/17,12/5/18,442,52
1543712133-1238,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/a-young-boys-business-dream,https://d2g8igdw686xgo.cloudfront.net/27398658_15174255190_r.jpeg,car motor vehicle mode of transport vehicle automotive design family car full size car mid size car automotive exterior wheel, vehicle  motor vehicle mode of transport vehicle automotive design  people   vehicle  full size  vehicle  mid size  vehicle  automotive exterior wheel,0.006944444,0.979166667,0.006944444,0.006944444,20000,0,0,Campaign created 10 months ago,   1,https://www.gofundme.com/a-young-boys-business-dream#updates,1/31/18,12/5/18,307,10
1543711828-1119,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/ulight-for-a-brighter-future,https://d2g8igdw686xgo.cloudfront.net/31745808_153297245553203_r.jpeg,product technology electronics accessory electronic device product electronics audio equipment,product technology electronics accessory electronic device product electronics audio equipment,0.009615385,0.971153846,0.009615385,0.009615385,2540,1937,36,Raised by 36 people in 4 months,   2,https://www.gofundme.com/ulight-for-a-brighter-future#updates,7/30/18,12/5/18,127,293
1543712471-1361,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/hrdmz-catering-business-startup,https://d2g8igdw686xgo.cloudfront.net/33507344_1538745865436205_r.jpeg,vision care human hair color pink glasses girl lady hairstyle shoulder black hair eyewear,vision  vehicle e  people   _people  color pink glasses  people  lady  _people style shoulder black  _people   glasses ,0.006944444,0.006944444,0.979166667,0.006944444,1000,120,5,Raised by 5 people in 1 month,   2,https://www.gofundme.com/hrdmz-catering-business-startup#updates,10/5/18,12/5/18,60,33
1543712138-1240,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/57ldh7k,https://d2g8igdw686xgo.cloudfront.net/28076920_15198678690_r.jpg,product mouth interaction arm muscle finger girl hand daughter father,product mouth interaction arm muscle finger  people  hand daughter father,0.006493506,0.006493506,0.980519481,0.006493506,2500,0,0,Campaign created 9 months ago,0,,2/28/18,12/5/18,279,4
1543713459-1728,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/support-fytros-family-business-zios,https://d2g8igdw686xgo.cloudfront.net/31832684_1533229242958125_r.jpeg,mode of transport town fire department city street firefighter emergency service vehicle fire fire station,mode of transport town fire department city street firefighter emergency service vehicle fire fire station,0.010638298,0.64893617,0.329787234,0.010638298,20000,2735,46,Raised by 46 people in 4 months,   1,https://www.gofundme.com/support-fytros-family-business-zios#updates,8/2/18,12/5/18,124,221
