web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time,updates,updates-href,createdby,shares
"1543706739-770","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/help-for-san-luis-rey-downs","https://d2g8igdw686xgo.cloudfront.net/25999572_1512693721.3485.jpg","of $50,000 goal","$64,992","500","Raised by 500 people in 11 months","Updates   4","https://www.gofundme.com/help-for-san-luis-rey-downs#updates","Created December 7, 2017","4.2k"
"1543704758-89","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/publish-my-book-for-charity","https://d2g8igdw686xgo.cloudfront.net/23464518_1504134402.4782.jpg","of $2,500 goal","$1,680","22","Raised by 22 people in 15 months","Updates   2","https://www.gofundme.com/publish-my-book-for-charity#updates","Created August 30, 2017","122"
"1543705636-362","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/strictly4legslipsyncbattleRuben-Sara-Emma","https://d2g8igdw686xgo.cloudfront.net/33078670_1537310772547688_r.jpeg","of €2,000 goal","€630","24","Raised by 24 people in 2 months","null","","Created September 18, 2018","38"
"1543706563-702","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/qr9hza-weve-got-joy","https://d2g8igdw686xgo.cloudfront.net/22583464_1501179268.6269.jpg","of $5,000 goal","$4,587","73","Raised by 73 people in 16 months","null","","Created July 27, 2017","438"
"1543706945-846","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/mikecharity","https://d2g8igdw686xgo.cloudfront.net/24530192_1507576748.7951.jpg","of $50,000 goal","$29,178","403","Raised by 403 people in 13 months","Updates   1","https://www.gofundme.com/mikecharity#updates","Created October 9, 2017","1.0k"
"1543705877-446","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charity-penning-medical-expenses","https://d2g8igdw686xgo.cloudfront.net/34493668_1542143128886098_r.jpeg","of $5,000 goal","$800","12","Raised by 12 people in 18 days","Updates   5","https://www.gofundme.com/charity-penning-medical-expenses#updates","Created November 13, 2018","78"
"1543704510-16","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/fund-animal-welfare-charity","https://d2g8igdw686xgo.cloudfront.net/21866170_fb_1498639063.2705_funds.jpg","of $10,000 goal","$545","13","Raised by 13 people in 17 months","Updates   1","https://www.gofundme.com/fund-animal-welfare-charity#updates","Created June 28, 2017","191"
"1543706321-610","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/caitlyn039s-charity-night","https://d2g8igdw686xgo.cloudfront.net/28638878_15219958240_r.jpeg","of £200 goal","£170","11","Raised by 11 people in 8 months","Updates   1","https://www.gofundme.com/caitlyn039s-charity-night#updates","Created March 25, 2018","251"
"1543706836-807","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charity-body-transformation","https://d2g8igdw686xgo.cloudfront.net/27897432_15192079230_r.jpeg","of £1,000 goal","£1,440","18","Raised by 18 people in 9 months","null","","Created February 21, 2018","64"
"1543704543-26","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/alaynas-holiday-charity-drive","https://d2g8igdw686xgo.cloudfront.net/25717716_1511883693.6942.jpg","of $1,000 goal","$1,135","39","Raised by 39 people in 12 months","null","","Created November 28, 2017","188"
"1543707109-906","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/axuwr7t8","https://d2g8igdw686xgo.cloudfront.net/10014319_1496676891.5554.jpg","of $20,000 goal","$12,010","237","Raised by 237 people in 32 months","Updates   27","https://www.gofundme.com/axuwr7t8#updates","null","1.3k"
"1543705846-434","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/huntingtonsdiseasechallenge","https://d2g8igdw686xgo.cloudfront.net/30452124_15284098300_r.jpeg","of $1,000 goal","$145","8","Raised by 8 people in 5 months","null","","Created June 7, 2018","61"
"1543705554-332","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/netball-charity-fundraiser-bbrf","https://d2g8igdw686xgo.cloudfront.net/30832528_152986876083952_r.jpeg","of £1,200 goal","£1,545","70","Raised by 70 people in 5 months","null","","Created June 24, 2018","248"
"1543706968-855","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/clean-shave-for-charity","https://d2g8igdw686xgo.cloudfront.net/34512674_1542194966690981_r.jpeg","of £1,000 goal","£840","61","Raised by 61 people in 17 days","null","","Created November 14, 2018","2"
"1543707020-874","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/2jvdmd2e","https://d2g8igdw686xgo.cloudfront.net/13750311_1500806177.5438.jpg","of £1,000 goal","£660","40","Raised by 40 people in 27 months","Updates   21","https://www.gofundme.com/2jvdmd2e#updates","null","519"
"1543705493-309","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/crosby-house-fire-charity","https://d2g8igdw686xgo.cloudfront.net/17187058_1483535249.9719.jpg","of $10,000 goal","$7,527","66","Raised by 66 people in 23 months","null","","null","252"
"1543706352-622","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/luanncharity","https://d2g8igdw686xgo.cloudfront.net/19078340_1490143396.5694.jpg","of $10,000 goal","$7,940","137","Raised by 137 people in 20 months","Updates   8","https://www.gofundme.com/luanncharity#updates","null","452"
"1543705077-185","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charity-skydive-for-afi","https://d2g8igdw686xgo.cloudfront.net/29934574_1530302536281661_r.jpg","of €800 goal","€1,250","62","Raised by 62 people in 6 months","null","","Created May 16, 2018","182"
"1543704880-125","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/filmmaking-startup-in-regional-tas","https://d2g8igdw686xgo.cloudfront.net/24622162_1507853437.0405.jpg","raised","$540","null","null","null","","null","null"
"1543706555-699","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/marathon-charity-run","https://d2g8igdw686xgo.cloudfront.net/28175832_15202730880_r.jpeg","of $500 goal","$150","11","Raised by 11 people in 9 months","null","","Created March 5, 2018","54"
"1543706095-524","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/hof4charity","https://d2g8igdw686xgo.cloudfront.net/26545262_1514945721.9809.jpg","of $5,000 goal","$4,752","47","Raised by 47 people in 11 months","null","","Created December 28, 2017","73"
"1543705491-308","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/moped-enduro-race-for-charity","https://d2g8igdw686xgo.cloudfront.net/28248440_15220058970_r.jpg","of £500 goal","£288","20","Raised by 20 people in 8 months","Updates   5","https://www.gofundme.com/moped-enduro-race-for-charity#updates","Created March 8, 2018","98"
"1543706210-567","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/BHSrunteachersrun","https://d2g8igdw686xgo.cloudfront.net/23900080_1505448156.9807.jpg","of $2,000 goal","$2,000","37","Raised by 37 people in 14 months","null","","Created September 14, 2017","135"
"1543706473-668","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/sky-dive-for-animal-charities","https://d2g8igdw686xgo.cloudfront.net/27477670_1519770164.5213.jpg","of €340 goal","€410","21","Raised by 21 people in 10 months","Updates   2","https://www.gofundme.com/sky-dive-for-animal-charities#updates","Created February 3, 2018","98"
"1543707319-983","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/bald-builders-vehicle-stickers","https://d2g8igdw686xgo.cloudfront.net/33490312_1539028813496991_r.jpeg","of £5,000 goal","£5,015","622","Raised by 622 people in 1 month","null","","Created October 4, 2018","576"
"1543705839-432","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/dbrxdk-mind-mental-health-charity","https://d2g8igdw686xgo.cloudfront.net/29200992_15239588330_r.jpeg","of £500 goal","£665","40","Raised by 40 people in 7 months","null","","Created April 17, 2018","60"
"1543707324-985","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/analog-devices-charity-sleepout","https://d2g8igdw686xgo.cloudfront.net/32772516_1537255673295745_r.jpeg","of €2,500 goal","€13,144","416","Raised by 416 people in 2 months","Updates   1","https://www.gofundme.com/analog-devices-charity-sleepout#updates","Created September 7, 2018","402"
"1543706614-722","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/mullermadnessbaskeball","https://d2g8igdw686xgo.cloudfront.net/17663218_1485139665.5335.jpg","of $1,500 goal","$1,100","14","Raised by 14 people in 22 months","Updates   3","https://www.gofundme.com/mullermadnessbaskeball#updates","null","13"
"1543706399-639","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/B3aknasty","https://d2g8igdw686xgo.cloudfront.net/30405852_15282485810_r.jpeg","of £200 goal","£360","16","Raised by 16 people in 5 months","null","","Created June 5, 2018","4"
"1543705561-335","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/aware-charity-gig-event","https://d2g8igdw686xgo.cloudfront.net/33824032_1543537223886333_r.jpeg","of €1,000 goal","€345","17","Raised by 17 people in 1 month","null","","Created October 17, 2018","28"
"1543705769-412","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/olivia039s-homecoming-charity-fund","https://d2g8igdw686xgo.cloudfront.net/33492116_1538685984124837_r.jpeg","of $1,000 goal","$1,005","17","Raised by 17 people in 1 month","Updates   1","https://www.gofundme.com/olivia039s-homecoming-charity-fund#updates","Created October 4, 2018","37"
"1543705938-464","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/cross-bay-swim-for-charity","https://d2g8igdw686xgo.cloudfront.net/25210694_1529516967152324_r.jpg","of $7,000 goal","$8,035","126","Raised by 126 people in 12 months","Updates   1","https://www.gofundme.com/cross-bay-swim-for-charity#updates","Created November 7, 2017","196"
"1543706426-650","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charity-event-for-st-basils","https://d2g8igdw686xgo.cloudfront.net/17370388_1484161770.335.jpg","of £2,000 goal","£655","52","Raised by 52 people in 22 months","null","","null","66"
"1543706062-511","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/dragandballs","https://d2g8igdw686xgo.cloudfront.net/22604914_1501509494.2204.jpg","of $1,000 goal","$525","11","Raised by 11 people in 16 months","null","","Created July 28, 2017","280"
"1543706327-612","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/charity-triathlon-4-newlife","https://d2g8igdw686xgo.cloudfront.net/31923350_1533552099725866_r.jpeg","of £200 goal","£350","26","Raised by 26 people in 3 months","Updates   1","https://www.gofundme.com/charity-triathlon-4-newlife#updates","Created August 6, 2018","67"
"1543705436-292","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/Charity-Ninja-turtle","https://d2g8igdw686xgo.cloudfront.net/1819395_1536338648913279_r.jpg","of $10,000 goal","$1,310","32","Raised by 32 people in 52 months","Updates   25","https://www.gofundme.com/Charity-Ninja-turtle#updates","null","598"
"1543706704-757","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/3kae4-hair-shave-for-charity","https://d2g8igdw686xgo.cloudfront.net/27929746_15193234550_r.jpeg","of £200 goal","£746","51","Raised by 51 people in 9 months","null","","Created February 22, 2018","194"
"1543706231-575","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/greatwallofchina4theVC","https://d2g8igdw686xgo.cloudfront.net/17910740_1485959349.282.png","of £2,000 goal","£2,710","96","Raised by 96 people in 22 months","Updates   1","https://www.gofundme.com/greatwallofchina4theVC#updates","null","507"
"1543704536-24","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/nam-ky-co-nuongs-favorite-charity","https://d2g8igdw686xgo.cloudfront.net/34720400_1542757122171278_r.jpeg","of $2,500 goal","$610","9","Raised by 9 people in 10 days","Updates   1","https://www.gofundme.com/nam-ky-co-nuongs-favorite-charity#updates","Created November 20, 2018","276"
"1543705131-200","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/daves-30th-birthday","https://d2g8igdw686xgo.cloudfront.net/31716826_1532867578892508_r.jpeg","of £200 goal","£290","13","Raised by 13 people in 4 months","Updates   1","https://www.gofundme.com/daves-30th-birthday#updates","Created July 29, 2018","75"
"1543706943-845","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/sophia-is-cutting-12-inches-of-hair-for-charity","https://d2g8igdw686xgo.cloudfront.net/34801950_1543065572871387_r.jpeg","of £300 goal","£318","22","Raised by 22 people in 7 days","null","","Created November 24, 2018","182"
"1543707069-891","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/vzqgq-homeward-bound","https://d2g8igdw686xgo.cloudfront.net/19411284_1491416507.0563.jpg","of $1,000 goal","$1,000","15","Raised by 15 people in 20 months","Updates   6","https://www.gofundme.com/vzqgq-homeward-bound#updates","null","79"
"1543705053-178","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/2uusea-charity-skydive","https://d2g8igdw686xgo.cloudfront.net/28046462_15197687100_r.jpeg","of €500 goal","€340","16","Raised by 16 people in 9 months","null","","Created February 27, 2018","78"
"1543705787-419","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity","","https://www.gofundme.com/citi-private-bank-charity-bike-ride","https://d2g8igdw686xgo.cloudfront.net/18602856_1495556585.3495.jpg","of $20,000 goal","$16,637","108","Raised by 108 people in 21 months","Updates   2","https://www.gofundme.com/citi-private-bank-charity-bike-ride#updates","null","194"
